PARTE E - IMPIANTI TECNOLOGICI;;;;;
;;;;;
E01. IMPIANTI IDRO-SANITARI E GAS DOMESTICO;;;;;
E01172;Tubo in polipropilene PP-R prodotto per estrusione con strato intermedio fibrorinforzato (contenuto di fibre rinforzanti 15% ±2%) per trasporto di acqua sanitaria calda e fredda, rispondente al D.M. 174/04, SDR 9, indice di dilatazione lineare alfa = 0,035 mm/mK, colore verde con linee verde scuro, in opera comprese saldature dei giunti per polifusione e pezzi speciali, delle seguenti dimensioni:;;;;
E01172a;diametro 32 x 3,6 mm;m;€ 14,57;;
E01172b;diametro 40 x 4,5 mm;m;€ 18,25;;
E01172c;diametro 50 x 5,6 mm;m;€ 24,47;;
E01172d;diametro 63 x 7,1 mm;m;€ 32,36;;
E01172e;diametro 75 x 8,4 mm;m;€ 42,25;;
E01172f;diametro 90 x 10,1 mm;m;€ 58,44;;
E01172g;diametro 110 x 12,3 mm;m;€ 85,47;;
E01172h;diametro 125 x 14 mm;m;€ 101,65;;
E01172i;diametro 160 x 17,9 mm;m;€ 132,72;;
E01172j;diametro 200 x 22,4 mm;m;€ 235,44;;
E01172k;diametro 250 x 27,9 mm;m;€ 354,51;;
;TUBI IN ACCIAIO INOX;;;;
E01022;Tubo in acciaio inox 1.4401 (AISI 316L), saldato longitudinalmente al laser, per impianti di acqua calda e fredda sanitaria, conforme al DM 174-04 ed idoneo ai trattamenti anti-legionella, con raccordi a pressare in acciaio inox conformi alla UNI 11179 Classe 1, dotati di O-ring in EPDM nero premontato (con guida cilindrica per innesto sicuro sulla tubazione, by-pass sulla sede dell'O-ring per l'individuazione dei raccordi non pressati, temperatura massima di esercizio 110 °C o pressione massima di esercizio 16 bar), tagliato a misura e posto in opera su staffaggi, all'interno di cavedi o in traccia, compresa quota parte di raccorderia, esclusi valvolame, pezzi speciali, staffaggi, coibentazione e opere murarie, con pressatura dei raccordi eseguita con idonei elettroutensili:;;;;
E01022a;Ø 15 mm, spessore 1 mm;m;€ 21,70;;
E01022b;Ø 18 mm, spessore 1 mm;m;€ 24,56;;
E01022c;Ø 22 mm, spessore 1,2 mm;m;€ 30,88;;
E01022d;Ø 28 mm, spessore 1,2 mm;m;€ 36,83;;
E01022e;Ø 35 mm, spessore 1,5 mm;m;€ 50,63;;
E01022f;Ø 42 mm, spessore 1,5 mm;m;€ 63,51;;
E01022g;Ø 54 mm, spessore 1,5 mm;m;€ 79,88;;
E01022h;Ø 64 mm, spessore 2 mm;m;€ 127,89;;
E01022i;Ø 76,1 mm, spessore 2 mm;m;€ 148,24;;
E01022j;Ø 88,9 mm, spessore 2 mm;m;€ 169,99;;
E01022k;Ø 108 mm, spessore 2 mm;m;€ 206,61;;
;DISCONNETTORI;;;;
E01023;Disconnettore di zona a pressione ridotta controllabile, per acqua potabile in ottone filettato con bocchettone, a norma UNI EN 12729, PN 10, posto in opera completo di: prese di pressione a valle ed a monte per temperature sino a 60 °C, filtro obliquo in bronzo con maglia in acciaio inox e valvole a sfera d'intercettazione, con esclusione delle tubazioni d'adduzione idrica e delle tubazioni di scarico, dei seguenti diametri:;;;;
E01023a;"diametro nominale attacchi 1/2""";cad;€ 554,16;;
E01023b;"diametro nominale attacchi 3/4""";cad;€ 584,88;;
E01023c;"diametro nominale attacchi 1""";cad;€ 796,59;;
E01023d;"diametro nominale attacchi 1""1/2";cad;€ 1 470,14;;
E01024;Filtro per disconnettore con corpo in ghisa flangiato PN 25 coperchio smontabile, filtro realizzato in maglia d'acciaio inox, griglia di sostegno in ghisa rivestito in resina epossidica, dei seguenti diametri:;;;;
E01024a;"diametro nominale attacchi 1/2""";cad;€ 65,31;;
E01024b;"diametro nominale attacchi 3/4""";cad;€ 72,42;;
E01024c;"diametro nominale attacchi 1""";cad;€ 93,31;;
E01024d;"diametro nominale attacchi 1""1/4";cad;€ 131,13;;
E01024e;"diametro nominale attacchi 1""1/2";cad;€ 143,19;;
E01024f;"diametro nominale attacchi 2""";cad;€ 195,40;;
E01024g;"diametro nominale attacchi 2""1/2";cad;€ 354,53;;
E01025;Disconnettore di zona per acqua potabile in bronzo e ghisa del tipo flangiato PN 10, completo di prese di pressione a valle e a monte, membrana in tessuto poliammidico rivestito in neoprene sostegno membrana in nylon, posto in opera completo di filtro in ghisa, valvole di intercettazione, flange, bulloni e guarnizioni con esclusione del collegamento all'acquedotto ed alla conduttura di scarico:;;;;
E01025a;diametro nominale 50 mm;cad;€ 2 655,98;;
E01025b;diametro nominale 65 mm;cad;€ 2 810,86;;
E01025c;diametro nominale 80 mm;cad;€ 3 062,90;;
E01025d;diametro nominale 100 mm;cad;€ 4 794,20;;
;RIDUTTORI ED AMMORTIZZATORI DI PRESSIONE;;;;
;Riduttore di pressione a membrana con sede compensata attacco filettato con bocchettoni, corpo e calotta in ottone, gruppo filtro intercambiabile, pressione d'ingresso massima 25 bar, pressione a valle regolabile 1,5 ÷ 6 bar, per acqua, aria e gas neutri:;;;;
E01026;senza manometro, dei seguenti diametri:;;;;
E01026a;"1/2""";cad;€ 73,47;;
E01026b;"3/4""";cad;€ 100,15;;
E01026c;"1""";cad;€ 120,19;;
E01026d;"1""1/4";cad;€ 249,55;;
E01027;con manometro scala 0 ÷ 6 bar, dei seguenti diametri:;;;;
E01027a;"1/2""";cad;€ 80,88;;
E01027b;"3/4""";cad;€ 106,49;;
E01027c;"1""";cad;€ 126,43;;
;Riduttore di pressione a membrana con sede compensata, attacco filettato con bocchettoni, con manopola per la regolazione della pressione in uscita e scala graduata esterna, predisposto per attacco del manometro, pressione d'ingresso massima 25 bar, campo di lavoro 1,5 ÷ 6 bar:;;;;
E01028;senza manometro, dei seguenti diametri:;;;;
E01028a;"1/2""";cad;€ 69,82;;
E01028b;"3/4""";cad;€ 88,18;;
E01028c;"1""";cad;€ 105,27;;
E01028d;"1""1/4";cad;€ 208,83;;
E01029;con manometro scala 0 ÷ 6 bar, dei seguenti diametri:;;;;
E01029a;"1/2""";cad;€ 76,65;;
E01029b;"3/4""";cad;€ 94,79;;
E01029c;"1""";cad;€ 111,60;;
;Riduttore di pressione flangiato a sede unica compensata con molla con attacchi per manometro in entrata ed in uscita del flusso d'acqua, corpo e calotta in ghisa verniciata con vernice epossidica, pressione d'esercizio massima d'ingresso 16 bar, idoneo per acqua, aria, gas neutri sino a 80 °C, attacchi flangiati UNI 1092, in opera completo di controflange, guarnizioni, bulloni e di due manometri:;;;;
E01030;regolazione di esercizio 1,5-6 bar:;;;;
E01030a;diametro nominale 50 mm;cad;€ 891,02;;
E01030b;diametro nominale 65 mm;cad;€ 1 162,71;;
E01030c;diametro nominale 80 mm;cad;€ 1 321,94;;
E01030d;diametro nominale 100 mm;cad;€ 1 742,45;;
E01030e;diametro nominale 125 mm;cad;€ 2 747,20;;
E01030f;diametro nominale 150 mm;cad;€ 4 260,47;;
E01030g;diametro nominale 200 mm;cad;€ 6 110,59;;
E01031;regolazione di esercizio 2-8 bar:;;;;
E01031a;diametro nominale 50 mm;cad;€ 956,78;;
E01031b;diametro nominale 65 mm;cad;€ 1 268,20;;
E01031c;diametro nominale 80 mm;cad;€ 1 467,93;;
E01031d;diametro nominale 100 mm;cad;€ 1 930,22;;
E01031e;diametro nominale 125 mm;cad;€ 2 809,81;;
E01031f;diametro nominale 150 mm;cad;€ 3 739,69;;
E01031g;diametro nominale 200 mm;cad;€ 6 548,78;;
E01032;regolazione di esercizio 4-12 bar:;;;;
E01032a;diametro nominale 50 mm;cad;€ 1 030,79;;
E01032b;diametro nominale 65 mm;cad;€ 1 372,50;;
E01032c;diametro nominale 80 mm;cad;€ 1 593,18;;
E01032d;diametro nominale 100 mm;cad;€ 2 107,57;;
E01032e;diametro nominale 125 mm;cad;€ 3 028,85;;
E01032f;diametro nominale 150 mm;cad;€ 4 063,03;;
E01032g;diametro nominale 200 mm;cad;€ 7 393,87;;
E01033;Ammortizzatore del colpo di ariete per impianti domestici, con corpo in acciaio inox e membrana in elastomero, temperatura massima 90 °C, pressione di precarica 3 bar, pressione di punta 13 bar, capacità 0,16 l,1/2 m;cad;€ 49,14;;
E01034;Mini ammortizzatore anti colpo di ariete a pistone scorrevole in camera tubolare di rame sigillata pistone in ottone a doppia tenuta con O ring, pressione di precarica pari a 4 bar, pressione di esercizio 10 bar, pressione massima 16 bar, temperatura di esercizio massima 85 °C attacco filettato M:;;;;
E01034a;"1/2"" M";cad;€ 42,39;;
E01034b;"3/4"" M";cad;€ 62,62;;
E01034c;"1"" M";cad;€ 87,30;;
E01034d;"1""1/4 M";cad;€ 169,72;;
E01034e;"1""1/2 M";cad;€ 245,56;;
E01034f;"2"" M";cad;€ 322,93;;
;FILTRI;;;;
E01173;"Filtro o autopulente filettato, conforme al Decreto del Ministero della Salute N° 25 del 2 Febbraio 2012, con testa in ottone cromato, tazza trasparente con attacchi filettati da 3/4"", elemento filtrante in acciaio inox pieghettato, grado di filtrazione 50 ÷ 90 μ, completo di manometro per il controllo delle perdite di carico e rubinetto manuale per la pulizia in controlavaggio, pressione d'esercizio 2 ÷ 10 bar:";;;;
E01173a;"portata massima 6,4 mc/h, attacchi diametro 3/4""";cad;€ 386,68;;
E01173b;"portata massima 9,6 mc/h, attacchi diametro 1""";cad;€ 394,82;;
E01173c;"portata massima 10,6 mc/h, attacchi diametro 1""1/4";cad;€ 400,64;;
E01173d;"portata massima 22,0 mc/h, attacchi diametro 1""1/2";cad;€ 707,88;;
E01173e;"portata massima 22,6 mc/h, attacchi diametro 2""";cad;€ 720,68;;
E01174;Filtro o per acqua antisedimento, conforme al Decreto del Ministero della Salute N° 25 del 2 Febbraio 2012, con cartuccia in acciaio inox 316, grado di filtrazione 60 µ, attacchi in linea, testa in polipropilene e portafiltro trasparente e rubinetto di scarico, delle seguenti caratteristiche:;;;;
E01174a;"altezza 9""3/4, diametro attacchi 3/4""";cad;€ 270,73;;
E01174b;"altezza 9""3/4, diametro attacchi 1""";cad;€ 350,66;;
E01175;Filtro per acqua antisedimento, conforme al Decreto del Ministero della Salute N° 25 del 2 Febbraio 2012, con cartuccia in nylon grado di filtrazione 150 µ, testa in ottone nichelato avente attacchi filettati, bicchiere in plastica trasparente:;;;;
E01175a;"altezza 9""3/4, diametro attacchi 3/4""";cad;€ 342,98;;
E01175b;"altezza 9""3/4, diametro attacchi 1""";cad;€ 342,98;;
E01175c;"altezza 9""3/4, diametro attacchi 1""1/4";cad;€ 360,08;;
E01175d;"altezza 9""3/4, diametro attacchi 1""1/2";cad;€ 360,08;;
E01176;Filtro per acqua antisedimento, conforme al Decreto del Ministero della Salute N° 25 del 2 Febbraio 2012, con testa e bicchiere in acciaio inox 316, idoneo per acqua calda con temperatura massima 90 °C e sino ad una pressione massima di 16 bar e con cartuccia in acciaio inox 304 con un grado di filtrazione di 150 µ:;;;;
E01176a;"altezza 9""3/4, diametro attacchi 3/4""";cad;€ 224,03;;
E01176b;"altezza 9""3/4, diametro attacchi 1""";cad;€ 224,03;;
E01176c;"altezza 20"", diametro attacchi 3/4""";cad;€ 253,25;;
E01176d;"altezza 20"", diametro attacchi 1""";cad;€ 210,19;;
E01177;Filtrodissabbiatore multicartuccia idoneo per acqua ad uso alimentare, costituito da un contenitore in acciaio su piedini con più elementi filtranti in acciaio AISI 304, contenitoreVin acciaio al carbonio con rivestimento interno in resina epossidica, completo di due manometri sull'entrata e sull'uscita dell'acqua per la determinazione delle perdite di carico e valvola automatica di sfogo aria, pressione massima di d'esercizio 10 bar, per temperature sino a 50 °C in rete lavabile con gradi di filtrazione di 10 µ:;;;;
E01177a;"attacchi 1""1/2 e n° 3 cartucce da 30""";cad;€ 2 531,55;;
E01177b;"attacchi 2"" e n° 3 cartucce da 40""";cad;€ 4 493,73;;
E01177c;"diametro nominale 100 mm e n° 18 cartucce da 40""";cad;€ 9 202,46;;
;DOSATORI ED ADDOLCITORI;;;;
E01042;"Dosatore idrodinamico di polifosfato in polvere o cilindretti preconfezionati ad uso acqua potabile, testa in ottone cromato, vaso trasparente infrangibile, PN 16, by-pass e regolatore di consumo e valvola spurgo frontale, con attacco da 1/2"", portata 20 l/m, posto in opera completo di valvola a sfera d'intercettazione e raccordi per il montaggio:";;;;
E01042a;in linea;cad;€ 161,30;;
E01042b;a squadra;cad;€ 165,78;;
E01043;Addolcitore automatico per uso domestico, carenatura in polipropilene ad alta densità, completo di valvola automatica di rigenerazione a tempo, miscelatore di durezza integrato nel corpo valvola, alimentazione elettrica 230 V-50 Hz, escluse le tubazioni necessarie al collegamento idraulico, dei collegamenti elettrici ed equipotenziali, cabinato, con attacco da:;;;;
E01043a;3/4'', portata 800 l/min, ciclica 54;cad;€ 1 202,89;;
E01043b;1'', portata 1200 l/min, ciclica 105;cad;€ 1 396,36;;
E01043c;1'', portata 2200 l/min, ciclica 160;cad;€ 1 498,20;;
E01043d;1'', portata 3000 l/min, ciclica 215;cad;€ 1 559,30;;
;VALVOLE E SARACINESCHE;;;;
E01044;Valvola d'arresto a sfera cromata, con maniglia a farfalla rossa, attacchi FF, passaggio a norma, data in opera comprese le guarnizioni e lavorazione, nonché ogni altro onere e magistero:;;;;
E01044g;"diametro 1/4""";cad;€ 11,25;;
E01044a;"diametro 3/8""";cad;€ 12,47;;
E01044b;"diametro 1/2""";cad;€ 13,37;;
E01044c;"diametro 3/4""";cad;€ 16,57;;
E01044d;"diametro 1""";cad;€ 21,57;;
E01044f;"diametro 1""1/4";cad;€ 27,31;;
E01045;Saracinesca con corpo in ottone in ottone e volantino in lamiera zincata PN 16, attacchi filettati F/F, posta in opera comprese le guarnizioni e le lavorazioni, nonché ogni altro onere e magistero:;;;;
E01045a;"diametro 3/8""";cad;€ 18,06;;
E01045b;"diametro 1/2""";cad;€ 18,84;;
E01045c;"diametro 3/4""";cad;€ 22,43;;
E01045d;"diametro 1""";cad;€ 26,62;;
E01045e;"diametro 1""1/4";cad;€ 35,13;;
E01045f;"diametro 1""1/2";cad;€ 42,37;;
E01045g;"diametro 2""";cad;€ 62,31;;
E01045h;"diametro 2""1/2";cad;€ 100,91;;
E01045i;"diametro 3""";cad;€ 133,20;;
;CONTATORI;;;;
E01046;Contatore d'acqua fredda a lettura diretta, del tipo a quadrante bagnato:;;;;
E01046a;"diametro 1/2""";cad;€ 59,01;;
E01046b;"diametro 3/4""";cad;€ 70,43;;
E01047;Contatore d'acqua fredda a lettura diretta, del tipo a quadrante asciutto:;;;;
E01047a;"diametro 1/2""";cad;€ 70,47;;
E01047b;"diametro 3/4""";cad;€ 77,18;;
;RETI DI DISTRIBUZIONE E DI SCARICO;;;;
E01048;Rete di adduzione per apparecchio igienico-sanitario, mediante sistema a collettore, con tubo in multistrato, per distribuzione di acqua fredda e calda dimensionato secondo la UNI 9182, compreso il rivestimento dei tubi, con esclusione della colonna di scarico e adduzione idrica, della posa dei sanitari, rubinetteria e l'assistenza muraria:;;;;
E01048a;doccia;cad;€ 162,80;;
E01048b;lavabo;cad;€ 188,57;;
E01048c;bidet;cad;€ 184,53;;
E01048d;vaso;cad;€ 120,41;;
E01048e;lavello;cad;€ 120,41;;
E01048f;lavatrice;cad;€ 120,41;;
