C;1.03.13.a;Valvola di Parzializzazione PN 16 Diametro ¾ FF PN 16;cad;€ 18,30;;;;;
C;1.03.13.b;"Valvola di Parzializzazione PN 16 Diametro 1"" FF PN 16";cad;€ 21,22;;;;;
C;1.03.13.c;Valvola di Parzializzazione PN 16 Diametro 1 ½ FF PN 16;cad;€ 34,98;;;;;
C;1.03.13.d;"Valvola di Parzializzazione PN 16 Diametro 2"" FF PN 16";cad;€ 52,04;;;;;
C;1.03.13.e;"Valvola di Parzializzazione PN 16 Diametro 3"" FF PN 20";cad;€ 273,00;;;;;
;;;;;;;;;
;;PRESE A STAFFA;;;;;;;
C;1.03.14;Fornitura e posa in opera di presa a staffa in polipropilene PN 16  con anello rinforzato in acciaio inox, guarnizione in sella in NBR, sistema antirotazione ed antislittamento sul tubo a norma ISO e AS.;;;;;;;
;;Comprese e compensate tutte le spese e quant’altro necessario per dare il lavoro in perfetta efficienza e compiuto a regola d’arte.;;;;;;;
C;1.03.14.a;a)  Presa a staffa in polipropilene PN 16    Diametro     25;cad;€ 11,79;;;;;
C;1.03.14.b;b)  Presa a staffa in polipropilene PN 16    Diametro     32;cad;€ 12,89;;;;;
C;1.03.14.c;c)  Presa a staffa in polipropilene PN 16    Diametro     40;cad;€ 13,40;;;;;
C;1.03.14.d;d)  Presa a staffa in polipropilene PN 16    Diametro     50;cad;€ 15,07;;;;;
C;1.03.14.e;e)  Presa a staffa in polipropilene PN 16    Diametro     63;cad;€ 17,55;;;;;
C;1.03.14.f;f)  Presa a staffa in polipropilene PN 16    Diametro      75;cad;€ 18,64;;;;;
C;1.03.14.g;g)  Presa a staffa in polipropilene PN 16    Diametro     90;cad;€ 21,65;;;;;
C;1.03.14.h;h)  Presa a staffa in polipropilene PN 16    Diametro   110;cad;€ 29,22;;;;;
C;1.03.14.i;i)  Presa a staffa in polipropilene PN 16    Diametro    125;cad;€ 39,90;;;;;
C;1.03.14.l;l)  Presa a staffa in polipropilene PN 16    Diametro    160;cad;€ 45,75;;;;;
;;;;;;;;;
C;1.03.15;Fornitura di presa a staffa in polipropilene PN 16  con anello rinforzato in acciaio inox,guarnizione in sella in NBR ,sistema antirotazione ed antislittamento sul tubo a norma ISO e AS. Comprese e compensate tutte le spese e quant’altro necessario per dare il lavoro in perfetta efficienza e compiuto a regola d’arte.;;;;;;;
C;1.03.15.a;a)  Presa a staffa in polipropilene PN 16    Diametro     25;cad;€ 3,79;;;;;
C;1.03.15.b;b)  Presa a staffa in polipropilene PN 16    Diametro     32;cad;€ 4,88;;;;;
C;1.03.15.c;c)  Presa a staffa in polipropilene PN 16    Diametro     40;cad;€ 5,38;;;;;
C;1.03.15.d;d)  Presa a staffa in polipropilene PN 16    Diametro     50;cad;€ 7,07;;;;;
C;1.03.15.e;e)  Presa a staffa in polipropilene PN 16    Diametro     63;cad;€ 9,53;;;;;
C;1.03.15.f;f)  Presa a staffa in polipropilene PN 16    Diametro      75;cad;€ 10,62;;;;;
C;1.03.15.g;g)  Presa a staffa in polipropilene PN 16    Diametro     90;cad;€ 13,63;;;;;
C;1.03.15.h;h)  Presa a staffa in polipropilene PN 16    Diametro   110;cad;€ 17,21;;;;;
C;1.03.15.i;i)  Presa a staffa in polipropilene PN 16    Diametro    125;cad;€ 27,89;;;;;
C;1.03.15.l;l)  Presa a staffa in polipropilene PN 16    Diametro    160;cad;€ 33,74;;;;;
;;;;;;;;;
C;1.03.16;Fornitura e posa in opera di raccordi a compressione PN 16, mediante serraggio meccanico per condotte di polietilene PE.;;;;;;;
;;Comprese e compensate tutte le spese e quant’altro necessario per dare il lavoro in perfetta efficienza e compiuto a regola d’arte.;;;;;;;
C;1.03.16.a;A) T a 90° PN 16  20x20x20;cad;€ 14,49;;;;;
C;1.03.16.b;B) T a 90° PN 16  25X25X25;cad;€ 16,54;;;;;
C;1.03.16.c;C) T a 90° PN 16  32X32X32;cad;€ 19,05;;;;;
C;1.03.16.d;D) T a 90° PN 16  40X40X40;cad;€ 27,75;;;;;
C;1.03.16.e;E) T a 90° PN 16  50X50X50;cad;€ 32,65;;;;;
C;1.03.16.f;F) T a 90° PN 16  63X63X63;cad;€ 31,48;;;;;
C;1.03.16.g;G) T a 90° PN 16  75X75X75;cad;€ 76,91;;;;;
C;1.03.16.h;H) T a 90° PN 16  90X90X90;cad;€ 100,26;;;;;
C;1.03.16.i; I) T a 90° PN 16  110X110X110;cad;€ 179,99;;;;;
;;;;;;;;;
;;RACCORDI A COMPRESSIONE PN 16;;;;;;;
C;1.03.17;Fornitura di raccordi a compressione PN 16 , mediante serraggio meccanico per condotte di polietilene PE.;;;;;;;
C;1.03.17.a;A) T a 90° PN 16  20x20x20;cad;€ 6,47;;;;;
C;1.03.17.b;B) T a 90° PN 16  25X25X25;cad;€ 8,52;;;;;
C;1.03.17.c;C) T a 90° PN 16  32X32X32;cad;€ 11,04;;;;;
C;1.03.17.d;D) T a 90° PN 16  40X40X40;cad;€ 18,17;;;;;
C;1.03.17.e;E) T a 90° PN 16  50X50X50;cad;€ 24,63;;;;;
C;1.03.17.f;F) T a 90° PN 16  63X63X63;cad;€ 29,48;;;;;
C;1.03.17.g;G) T a 90° PN 16  75X75X75;cad;€ 60,89;;;;;
C;1.03.17.h;H) T a 90° PN 16  90X90X90;cad;€ 84,22;;;;;
C;1.03.17.i; I) T a 90° PN 16  110X110X110;cad;€ 163,96;;;;;
;;;;;;;;;
C;1.03.18;Fornitura e posa in opera di raccordi a compressione PN 16, mediante serraggio meccanico per condotte di polietilene PE.;;;;;;;
;;Comprese e compensate tutte le spese e quant’altro necessario per dare il lavoro in perfetta efficienza e compiuto a regola d’arte.;;;;;;;
C;1.03.18.a;A) T a 90° ridotto   PN 16                 20X16X20;cad;€ 16,35;;;;;
C;1.03.18.b;B) T a 90°  maggiorato  PN 16       20X25X20;cad;€ 16,61;;;;;
C;1.03.18.c;C) T a 90° ridotto  PN 16                 25X20X25;cad;€ 16,40;;;;;
C;1.03.18.d;D)  T a 90  maggiorato  PN 16       25X32X25;cad;€ 17,71;;;;;
C;1.03.18.e;E) T a 90° ridotto   PN 16                32X25X32;cad;€ 18,74;;;;;
C;1.03.18.f;F) T a 90° ridotto  PN 16                 40X32X40;cad;€ 26,19;;;;;
C;1.03.18.g;G) T a 90° ridotto PN 16                 50X32X50;cad;€ 32,65;;;;;
C;1.03.18.h;H) T a 90° ridotto  PN 16                50X40X50;cad;€ 40,67;;;;;
C;1.03.18.i;I)   T a 90° ridotto  PN 16                63X32X63;cad;€ 48,52;;;;;
C;1.03.18.l;L)  T a 90° ridotto  PN 16                63X50X63;cad;€ 48,52;;;;;
C;1.03.18.m;M) T a 90° ridotto  PN 16                75X63X75;cad;€ 76,91;;;;;
;;;;;;;;;
C;1.03.19;Fornitura di raccordi a compressione PN 16, mediante serraggio meccanico per condotte di polietilene PE;;;;;;;
C;1.03.19.a;A) T a 90° ridotto   PN 16                 20X16X20;cad;€ 8,47;;;;;
C;1.03.19.b;B) T a 90°  maggiorato  PN 16       20X25X20;cad;€ 8,60;;;;;
C;1.03.19.c;C) T a 90° ridotto  PN 16                 25X20X25;cad;€ 8,39;;;;;
C;1.03.19.d;D)  T a 90  maggiorato  PN 16       25X32X25;cad;€ 9,69;;;;;
C;1.03.19.e;E) T a 90° ridotto   PN 16                32X25X32;cad;€ 10,73;;;;;
C;1.03.19.f;F) T a 90° ridotto  PN 16                 40X32X40;cad;€ 18,17;;;;;
C;1.03.19.g;G) T a 90° ridotto PN 16                 50X32X50;cad;€ 24,63;;;;;
C;1.03.19.h;H) T a 90° ridotto  PN 16                50X40X50;cad;€ 24,63;;;;;
C;1.03.19.i;I)   T a 90° ridotto  PN 16                63X32X63;cad;€ 32,49;;;;;
C;1.03.19.l;L)  T a 90° ridotto  PN 16                63X50X63;cad;€ 32,49;;;;;
C;1.03.19.m;M) T a 90° ridotto  PN 16                75X63X75;cad;€ 60,89;;;;;
;;;;;;;;;
C;1.03.20;Fornitura e posa in opera di raccordi a compressione PN 16, mediante serraggio meccanico per condotte di polietilene PE.;;;;;;;
;;Comprese e compensate tutte le spese e quant’altro necessario per dare il lavoro in perfetta efficienza e compiuto a regola d’arte.;;;;;;;
C;1.03.20.a;A) T a 90° con deviazione filettata F. PN 16     20  x  ½” – ¾”  x  20;cad;€ 13,10;;;;;
C;1.03.20.b;B) T a 90° con deviazione filettata F. PN 16     25  x  ½” – ¾”  x  25;cad;€ 13,10;;;;;
C;1.03.20.c;C) T a 90° con deviazione filettata F. PN 16    32  x  ½” – ¾”  x  32;cad;€ 16,74;;;;;
C;1.03.20.d;D) T a 90° con deviazione filettata F. PN 16    40  x  1” – 1.1/2” – 1.1/4” x  40;cad;€ 23,60;;;;;
C;1.03.20.e;E) T a 90° con deviazione filettata F. PN 16    50  x 1” - 1.1/2” - 1.1/4” - 2” x  50;cad;€ 36,86;;;;;
C;1.03.20.f;F) T a 90° con deviazione filettata F. PN 16    63  x 1.1/2” - 1.1/4” - 2” x  63;cad;€ 47,35;;;;;
C;1.03.20.g;G) T a 90° con deviazione filettata F. PN 16   75  x  2.1/2” x  75;cad;€ 65,24;;;;;
C;1.03.20.h;H) T a 90° con deviazione filettata F. PN 16   90  x  3” x  90;cad;€ 100,40;;;;;
C;1.03.20.i; I) T a 90° con deviazione filettata F. PN 16   110  x  4” x  110;cad;€ 139,42;;;;;
;;;;;;;;;
C;1.03.21;Fornitura di raccordi a compressione PN 16, mediante serraggio meccanico per condotte di polietilene PE.;;;;;;;
C;1.03.21.a;A) T a 90° con deviazione filettata F. PN 16     20  x  ½” – ¾”  x  20;cad;€ 5,09;;;;;
C;1.03.21.b;B) T a 90° con deviazione filettata F. PN 16     25  x  ½” – ¾”  x  25;cad;€ 5,09;;;;;
C;1.03.21.c;C) T a 90° con deviazione filettata F. PN 16    32  x  ½” – ¾”  x  32;cad;€ 8,72;;;;;
C;1.03.21.d;D) T a 90° con deviazione filettata F. PN 16    40  x  1” – 1.1/2” – 1.1/4” x  40;cad;€ 15,58;;;;;
C;1.03.21.e;E) T a 90° con deviazione filettata F. PN 16    50  x 1” - 1.1/2” - 1.1/4” - 2” x  50;cad;€ 20,83;;;;;
C;1.03.21.f;F) T a 90° con deviazione filettata F. PN 16    63  x 1.1/2” - 1.1/4” - 2” x  63;cad;€ 31,32;;;;;
C;1.03.21.g;G) T a 90° con deviazione filettata F. PN 16   75  x  2.1/2” x  75;cad;€ 49,20;;;;;
C;1.03.21.h;H) T a 90° con deviazione filettata F. PN 16   90  x  3” x  90;cad;€ 76,35;;;;;
C;1.03.21.i; I) T a 90° con deviazione filettata F. PN 16   110  x  4” x  110;cad;€ 115,36;;;;;
;;;;;;;;;
C;1.03.22;Fornitura e posa in opera di raccordi a compressione PN 16, mediante serraggio meccanico per condotte di polietilene PE.;;;;;;;
;;Comprese e compensate tutte le spese e quant’altro necessario per dare il lavoro in perfetta efficienza e compiuto a regola d’arte.;;;;;;;
C;1.03.22.a;A) T a 90° con deviazione filettata F. PN 16     20  x  ½” – ¾”  x  20;cad;€ 13,54;;;;;
C;1.03.22.b;B) T a 90° con deviazione filettata F. PN 16     25  x  ½” – ¾”  x  25;cad;€ 15,10;;;;;
C;1.03.22.c;C) T a 90° con deviazione filettata F. PN 16    32  x  ½” – ¾”  x  32;cad;€ 17,47;;;;;
C;1.03.22.d;D) T a 90° con deviazione filettata F. PN 16    40  x  1” – 1.1/2” – 1.1/4” x  40;cad;€ 23,60;;;;;
C;1.03.22.e;E) T a 90° con deviazione filettata F. PN 16    50  x 1” - 1.1/2” - 1.1/4” - 2” x  50;cad;€ 38,19;;;;;
C;1.03.22.f;F) T a 90° con deviazione filettata F. PN 16    63  x 1.1/2” - 1.1/4” - 2” x  63;cad;€ 58,86;;;;;
;;;;;;;;;
C;1.03.23;Fornitura di raccordi a compressione PN 16, mediante serraggio meccanico per condotte di polietilene PE.;;;;;;;
;;Comprese e compensate tutte le spese e quant’altro necessario per dare il lavoro in perfetta efficienza e compiuto a regola d’arte.;;;;;;;
C;1.03.23.a;A) T a 90° con deviazione filettata F. PN 16     20  x  ½” – ¾”  x  20;cad;€ 8,33;;;;;
C;1.03.23.b;B) T a 90° con deviazione filettata F. PN 16     25  x  ½” – ¾”  x  25;cad;€ 7,08;;;;;
C;1.03.23.c;C) T a 90° con deviazione filettata F. PN 16    32  x  ½” – ¾”  x  32;cad;€ 9,45;;;;;
C;1.03.23.d;D) T a 90° con deviazione filettata F. PN 16    40  x  1” – 1.1/2” – 1.1/4” x  40;cad;€ 15,58;;;;;
C;1.03.23.e;E) T a 90° con deviazione filettata F. PN 16    50  x 1” - 1.1/2” - 1.1/4” - 2” x  50;cad;€ 22,15;;;;;
C;1.03.23.f;F) T a 90° con deviazione filettata F. PN 16    63  x 1.1/2” - 1.1/4” - 2” x  63;cad;€ 42,82;;;;;
;;;;;;;;;
C;1.03.24;Fornitura e posa in opera di raccordi a compressione PN 16, mediante serraggio meccanico per condotte di polietilene PE.;;;;;;;
;;Comprese e compensate tutte le spese e quant’altro necessario per dare il lavoro in perfetta efficienza e compiuto a regola d’arte.;;;;;;;
C;1.03.24.a;A) Raccordo  Maschio  PN 16    16  x  ½” – ¾”  _ 1”;cad;€ 6,33;;;;;
C;1.03.24.b;B) Raccordo  Maschio  PN 16    20  x  ½” – ¾”  _ 1”;cad;€ 10,86;;;;;
C;1.03.24.c;C) Raccordo  Maschio  PN 16   25  x  ½” – ¾”  _ 1”;cad;€ 11,25;;;;;
C;1.03.24.d;D) Raccordo  Maschio  PN 16   32  x  ½” – ¾”  -  1.1/2”;cad;€ 12,57;;;;;
C;1.03.24.e;E) Raccordo  Maschio  PN 16   40  x  1” – 1.1/2” – 1.1/4” – 2”;cad;€ 15,74;;;;;
C;1.03.24.f;F) Raccordo  Maschio  PN 16   50  x 1” -  1.1/2” - 1.1/4” - 2” ;cad;€ 18,03;;;;;
C;1.03.24.g;G) Raccordo  Maschio  PN 16  63  x 1.1/2”  - 2” -  2.1/2” ;cad;€ 22,37;;;;;
C;1.03.24.h;H) Raccordo  Maschio  PN 16  75  x  2” -  2.1/2” – 3”;cad;€ 44,54;;;;;
C;1.03.24.i;I) Raccordo  Maschio  PN 16    90  x  2” – 2.1/2” - 3” - 4”;cad;€ 49,76;;;;;
C;1.03.24.l;L)  Raccordo  Maschio  PN 16  110  x  3” - 4” ;cad;€ 82,59;;;;;
;;;;;;;;;
C;1.03.25;Fornitura di raccordi a compressione PN 16, mediante serraggio meccanico per condotte di polietilene PE.;;;;;;;
C;1.03.25.a;A) Raccordo  Maschio  PN 16    16  x  ½” – ¾”  _ 1”;cad;€ 2,32;;;;;
C;1.03.25.b;B) Raccordo  Maschio  PN 16    20  x  ½” – ¾”  _ 1”;cad;€ 2,85;;;;;
C;1.03.25.c;C) Raccordo  Maschio  PN 16   25  x  ½” – ¾”  _ 1”;cad;€ 3,24;;;;;
C;1.03.25.d;D) Raccordo  Maschio  PN 16   32  x  ½” – ¾”  -  1.1/2”;cad;€ 4,57;;;;;
C;1.03.25.e;E) Raccordo  Maschio  PN 16   40  x  1” – 1.1/2” – 1.1/4” – 2”;cad;€ 7,72;;;;;
C;1.03.25.f;F) Raccordo  Maschio  PN 16   50  x 1” -  1.1/2” - 1.1/4” - 2” ;cad;€ 10,03;;;;;
C;1.03.25.g;G) Raccordo  Maschio  PN 16  63  x 1.1/2”  - 2” -  2.1/2” ;cad;€ 14,35;;;;;
C;1.03.25.h;H) Raccordo  Maschio  PN 16  75  x  2” -  2.1/2” – 3”;cad;€ 28,52;;;;;
C;1.03.25.i;I) Raccordo  Maschio  PN 16    90  x  2” – 2.1/2” - 3” - 4”;cad;€ 33,74;;;;;
C;1.03.25.l;L)  Raccordo  Maschio  PN 16  110  x  3” - 4” ;cad;€ 66,46;;;;;
;;;;;;;;;
C;1.03.26;Fornitura e posa in opera di raccordi a compressione PN 16, mediante serraggio meccanico per condotte di polietilene PE.;;;;;;;
;;Comprese e compensate tutte le spese e quant’altro necessario per dare il lavoro in perfetta efficienza e compiuto a regola d’arte.;;;;;;;
C;1.03.26.a;A) Raccordo  Femmina  PN 16    16  x  ½” – ¾”  _ 1”;cad;€ 6,97;;;;;
C;1.03.26.b;B) Raccordo  Femmina PN 16    20  x  ½” – ¾”  _ 1”;cad;€ 11,09;;;;;
C;1.03.26.c;C) Raccordo  Femmina  PN 16   25  x  ½” – ¾”  _ 1”;cad;€ 11,33;;;;;
C;1.03.26.d;D) Raccordo  Femmina  PN 16   32  x  ½” – ¾”  -  1.1/2”;cad;€ 14,45;;;;;
C;1.03.26.e;E) Raccordo  Femmina  PN 16   40  x  1” – 1.1/2” – 1.1/4” – 2”;cad;€ 16,47;;;;;
C;1.03.26.f;F) Raccordo  Femmina  PN 16   50  x 1” -  1.1/2” - 1.1/4” - 2” ;cad;€ 18,80;;;;;
C;1.03.26.g;G) Raccordo  Femmina  PN 16  63  x 1.1/2”  - 2” -  2.1/2” ;cad;€ 23,26;;;;;
C;1.03.26.h;H) Raccordo  Femmina  PN 16  75  x  2” -  2.1/2” – 3”;cad;€ 45,54;;;;;
C;1.03.26.i;I) Raccordo  Femmina  PN 16    90  x  2” – 2.1/2” - 3” - 4”;cad;€ 52,63;;;;;
C;1.03.26.l;L) Raccordo  Femmina  PN 16  110  x  3” - 4” ;cad;€ 105,96;;;;;
;;;;;;;;;
C;1.03.27;Fornitura di raccordi a compressione PN 16, mediante serraggio meccanico per condotte di polietilene PE.;;;;;;;
;;Comprese e compensate tutte le spese e quant’altro necessario per dare il lavoro in perfetta efficienza e compiuto a regola d’arte.;;;;;;;
C;1.03.27.a;A) Raccordo  Femmina  PN 16    16  x  ½” – ¾”  _ 1”;cad;€ 2,96;;;;;
