A;1.01.3.c.1.;da 0,00 m a 20,00 m;m;€ 153,42
A;1.01.3.c.2.;da 20,01 m a 40,00 m;m;€ 159,11
A;1.01.3.c.3.;oltre i 40,00 m;m;€ 205,71
A;1.01.3.c.4.;compenso per l’uso del diamante;%;60%
;;;;
A;1.01.4.;Perforazione ad andamento orizzontale o comunque inclinata eseguita a rotazione a carotaggio continuo, anche di tipo Wireline, con carotieri di diametro minimo 85 mm, escluso l’uso del diamante. È compreso il tubo di rivestimento in terreni coesivi, l’uso di tutti gli attrezzi e gli accorgimenti necessari ad ottenere la percentuale di carotaggio richiesta. È inoltre compreso quanto altro occorre per dare la perforazione completa:;;
A;1.01.4.a.;in terreni a granulometria fine (argille, limi sabbiosi):;;
A;1.01.4.a.1.;da 0,00 m a 20,00 m;m;€ 90,16
A;1.01.4.a.2.;da 20,01 m a 40,00 m;m;€ 119,45
A;1.01.4.a.3.;oltre i 40,00 m;m;€ 146,25
A;1.01.4.b.;in terreni ed in rocce di durezza media (marne, sabbie e tufi): ;;
A;1.01.4.b.1.;da 0,00 m a 20,00 m;m;€ 125,21
A;1.01.4.b.2.;da 20,01 m a 40,00 m;m;€ 167,27
A;1.01.4.b.3.;da 40,01 m a 60,00 m;m;€ 223,36
A;1.01.4.c.;in terreni a granulometria grossolana (ghiaie, ciottoli e rocce):;;
A;1.01.4.c.1.;da 0,00 m a 20,00 m;m;€ 125,21
A;1.01.4.c.2.;da 20,01 m a 40,00 m;m;€ 167,27
A;1.01.4.c.3.;da 40,01 m a 60,00 m;m;€ 223,36
A;1.01.4.c.4.;compenso per l’uso del diamante;%;60%
;;;;
A;1.01.5.;Prelievo di campioni indisturbati, compatibilmente con la natura dei terreni, nel corso di sondaggi a rotazione impiegando campionatore a pareti sottili spinto a pressione, diametro minimo 80 mm. È compresa l’incidenza della fustella. È compreso quanto altro occorre per dare il prelievo completo. Per ogni prelievo e per profondità misurare a partire dal piano di campagna:;;
A;1.01.5.a.;da 0,00 m a 20,00 m;cad;€ 112,90
A;1.01.5.b.;da 20,01 m a 40,00 m;cad;€ 112,90
A;1.01.5.c.;da 40,01 m a 60,00 m;cad;€ 112,90
;;;;
A;1.01.6.;Prelievo di campioni indisturbati, compatibilmente con la natura dei terreni, nel corso dei sondaggi a rotazione impiegando campionatore a pistone (tipo Ostemberg) o rotativo (tipo Mazier o Deninson) del diametro minimo 80 mm. È compresa l’incidenza della fustella. È compreso quanto altro occorre per dare il prelievo completo. Per ogni prelievo e per profondità misurate a partire dal piano di campagna:;;
A;1.01.6.a.;da 0,00 m a 20,00 m;cad;€ 116,89
A;1.01.6.b.;da 20,01 m a 40,00 m;cad;€ 116,89
A;1.01.6.c.;da 40,01 m a 60,00 m;cad;€ 116,89
;;;;
A;1.01.7.;"Piezometri a tubo aperto, metallico o in PVC del diametro di un pollice, installati. Sono compresi: la fornitura del manto drenante; l’esecuzione di tappi impermeabili in fori già predisposti; la piazzola in calcestruzzo cementizio di dimensioni 1,50 x 1,50 x 0,20 m. È compreso quanto altro occorre per dare il piezometro completo e funzionante. È esclusa la fornitura del pozzetto protettivo. Per profondità misurate a partire dal piano di campagna fino a 80,00 m:";;
A;1.01.7.a.;per ogni installazione;cad;€ 239,09
A;1.01.7.b.;per ogni metro di tubo installato;m;€ 39,85
;;;;
A;1.01.8.;"Piezometri tipo Casagrande, doppio tubo in PVC del diametro di 3/4 di pollice, installati. Sono compresi: la fornitura dei materiali occorrenti; la formazione del manto drenante; l’esecuzione di tappi impermeabili in fori già predisposti; la piazzola in calcestruzzo cementizio di dimensioni 1,50 x 1,50 x 0,20 m. È compreso quanto altro occorre per dare il piezometro tipo Casagrande completo e funzionante. È esclusa la fornitura del pozzetto protettivo. Per profondità misurate a partire dal piano di campagna fino a 60,00 m:";;
A;1.01.8.a.;per ogni installazione;cad;€ 398,48
A;1.01.8.b.;per ogni metro di tubo installato;m;€ 34,53
;;;;
A;1.01.9.;"Tubi inclinometrici, installati. Sono compresi: la cementazione con miscela cemento-bentonite; la fornitura e la posa dei tubi, della valvola a perdere, dei manicotti di giunzione, in fori già predisposti, la piazzola in calcestruzzo cementizio di dimensioni di 1,50 x 1,50 x 0,20 m. È compreso quanto altro occorre per dare il tubo inclinometrico completo. È esclusa la fornitura del pozzetto protettivo. Per profondità misurate a partire dal piano campagna fino a 60,00 m:";;
A;1.01.9.a.;per ogni installazione;cad;€ 275,86
A;1.01.9.b.;per ogni metro di tubo installato;m;€ 63,76
;;;;
A;1.01.10.;Pozzetti di protezione strumentazione, per piezometri ed inclinometri, compresa la relativa posa in opera e il lucchetto di chiusura. È compreso quanto altro occorre per dare i pozzetti di protezione completi.;cad;€ 199,24
;;;;
A;1.01.11.;Riempimento di fori di sondaggio con materiale proveniente dalle perforazioni opportunamente additivato con malta idraulica e cementizia in modo da impedire infiltrazioni d’acqua nel sottosuolo. È compreso quanto occorre per dare il lavoro finito. Per ogni metro e per profondità misurate a partire da piano di campagna fino a 60,00 m.;m;€ 20,24
;;;;
A;1.01.12.;Cassette catalogatrici per la conservazione delle “carote” dei terreni attraversati.;cad;€ 42,50
;;;;
A;1.01.13.;Fornitura di n. 3 copie di foto a colori, formato 130 x 180 mm ed il negativo, delle cassette catalogatrici. Per ciascuna cassetta fotografata.;cad;€ 12,65
;;;;
A;1.02.;MISURE INCLINOMETRICHE E PIEZOMETRICHE;;
;;;;
A;1.02.1.;"Trasporto in andata e ritorno delle attrezzature di misura. Sono compresi: il viaggio del personale addetto; lo spostamento da tubo a tubo nell’ambito della zona strumentata";cad;€ 371,91
;;;;
A;1.02.2.;Misure inclinometriche mediante idonea strumentazione. È compreso quanto occorre per dare le misure inclinometriche complete:;;
A;1.02.2.a.;per ogni livello di lettura eseguito su due guide;cad;
A;1.02.2.b.;per ogni livello di lettura eseguito su quattro guide;cad;€ 10,63
A;1.02.2.c.;elaborazione dati di misure inclinometriche comprensiva della restituzione grafica;cad;
;;;;
A;1.02.3.;Rilievo di falda acquifera su tubo piezometrico opportunamente predisposto, eseguito a mezzo di scandagli elettrici. È compresa la restituzione grafica dei dati. È inoltre compreso quanto altro occorre per dare i risultati della misurazione completi;cad;€ 10,63
;;;;
A;1.03.;PROVE PENETROMETRICHE;;
;;;;
A;1.03.1.;"Trasporto delle attrezzature per prova penetrometrica statica con penetrometro elettrico. Sono compresi: il carico; lo scarico; il trasporto di andata e ritorno; l’approntamento della attrezzatura da 10-20 t, per prova penetrometrica statica; il personale necessario";cad;€ 1 062,60
;;;;
A;1.03.2.;Installazione delle attrezzature per prova penetrometrica statica, effettuata anche con penetrometro elettrico, su ciascuna verticale di prova da contabilizzare una volta sola per verticale anche nel caso di ripresa di prova dopo preforo, spostamenti compresi. È compreso quanto altro occorre per dare l’installazione completa;cad;€ 134,09
;;;;
A;1.03.3.;Prova penetrometrica statica fino alla profondità richiesta o fino al rifiuto. È compreso quanto occorre per dare la prova completa;m;€ 29,22
;;;;
A;1.03.4.;Standard Penetration Test eseguito nel corso di sondaggi a rotazione, con campionatore tipo Raymond con meccanismo a sganciamento automatico. È compreso quanto occorre per dare la prova completa. Per ogni prova e per profondità misurate a partire dal piano di campagna:;;
A;1.03.4.a.;da 0,00 m a 20,00 m;cad;€ 92,98
A;1.03.4.b.;da 20,01 m a 40,00 m;cad;€ 92,98
A;1.03.4.c.;da 40,01 m a 60,00 m;cad;€ 92,98
;;;;
A;1.03.5.;Prove scissometriche effettuate in foro nel corso della perforazione. È compresa la misurazione della resistenza residua. È inoltre compreso quanto altro occorre per dare la prova completa. Per ogni prova e per profondità misurate a partire dal piano di campagna:;;
A;1.03.5.a.;da 0,00 m a 15,00 m;cad;€ 212,52
A;1.03.5.b.;da 15,01 m a 30,00 m;cad;€ 212,52
;;;;
A;1.03.6.;"Trasporto di attrezzatura per prova penetrometrica dinamica. Sono compresi: il carico; lo scarico; il trasporto di andata e ritorno; l’approntamento di attrezzatura penetrometrica dinamica continua; il personale necessario";cad;€ 1 062,60
;;;;
A;1.03.7.;Installazione delle attrezzature per prova penetrometrica dinamica continua su ciascuna verticale di prova da contabilizzare una volta sola per verticale anche nel caso di ripresa di prova dopo preforo, spostamenti compresi. È compreso quanto occorre per dare l’installazione completa.;cad;€ 134,09
;;;;
A;1.03.8.;Prova penetrometrica dinamica continua, con penetrometro super pesante, con uso del rivestimento delle aste, fino alla profondità richiesta o fino al raggiungimento del rifiuto di 80 colpi. È compreso quanto occorre per dare la prova completa.;m;€ 23,91
;;;;
A;1.04.;ANALISI GRANULOMETRICHE;;
;;;;
A;1.04.1.;Analisi granulometrica mediante vagliatura per via secca, oppure per via umida con lavaggio degli inerti, per quantità inferiori a 5 kg, con massimo di n. 8 setacci. È compreso quanto occorre per dare l’analisi completa.;cad;€ 59,77
;;;;
A;1.04.2.;Compenso all’analisi granulometrica mediante vagliatura per quantità superiori ai 5 kg. Per ogni chilogrammo in più;cad;€ 10,12
;;;;
A;1.04.3.;"Analisi granulometrica mediante aerometria. Sono compresi: la determinazione del peso specifico assoluto con la media di almeno due determinazioni; la determinazione della percentuale passante al setaccio ASTM 200 mesh (apertura maglie = 0,075 mm). È inoltre compreso quanto altro occorre per dare l’analisi completa.";cad;€ 79,70
;;;;
A;1.05.;PROVE DI COMPRESSIONE TRIASSIALI E TAGLIO;;
;;;;
A;1.05.1.;Prova di compressione ad espansione laterale libera su provini indisturbati (diametro 40 mm) con rilievo della curva di deformazione. È compreso quanto occorre per dare la prova completa su un provino.;cad;€ 66,41
;;;;
A;1.05.2.;Prova edometrica a incrementi di carico controllati (IL) su provini di diametro 40-100 mm con intervalli di carico di 24 ore, con pressione massima compresa tra 3-5 N/mmq (30-50 kgf/cmq) per un numero di 8 incrementi nella fase di carico e 4 nella fase di scarico, con misura e calcolo di almeno 5 valori del modulo edometrico E. È compreso quanto occorre per dare la prova completa.;cad;€ 265,65
;;;;
A;1.05.3.;Compenso per la determinazione dei coefficienti di consolidazione (cv), di permeabilità (k) di compressibilità (mv), nel corso delle prove edometriche (IL), compresa la preparazione dei diagrammi cedimento-tempo, una terna per ognuna delle prove edometriche previste.;cad;€ 46,49
;;;;
A;1.05.4.;Prova di compressione triassiale effettuata su provini di diametro minore o uguale a 40 mm ed altezza minore o uguale a 80 mm, con o senza saturazione preliminare con “back pressure”, ciascuna prova effettuata su tre provini. È compreso quanto occorre per dare la prova completa:;;
A;1.05.4.a.;prova non consolidata e non drenata senza saturazione preliminare e senza misura della pressione dei pori;cad;€ 298,86
A;1.05.4.b.;prova non consolidata e non drenata senza misurazione della pressione dei pori;cad;€ 265,65
A;1.05.4.c.;prova non consolidata e non drenata con misurazione della pressione dei pori;cad;€ 316,25
A;1.05.4.d.;prova consolidata e non drenata (Cu) con o senza saturazione preliminare e con misura della pressione nei pori;cad;€ 889,93
A;1.05.4.e.;prova consolidata e drenata con saturazione preliminare;cad;€ 1 062,60
;;;;
A;1.05.5.;Prova di taglio diretto in scatola di Casagrande su provino a sezione quadrata effettuata, per ogni prova, su tre provini con almeno sei cicli di andata e ritorno, compresa la relativa preparazione. È compreso quanto occorre per dare la prova completa:;;
A;1.05.5.a.;prova non consolidata e non drenata;cad;€ 297,28
A;1.05.5.b.;prova consolidata e non drenata;cad;€ 373,18
A;1.05.5.c.;prova consolidata e drenata;cad;€ 491,45
;;;;
A;1.05.6.;Prove di determinazione dell’assorbimento di acqua e della densità di volume su campioni di roccia. È compreso quanto occorre per dare la prova completa. Per ogni determinazione:;;
A;1.05.6.a.;assorbimento;cad;€ 105,00
A;1.05.6.b.;densità di volume;cad;
;;;;
A;1.05.7.;Prove di determinazione dell’indice di resistenza (Point Lcad Strenght Index) su almeno 12 campioni di roccia mediante indentazione con punte troncoconiche. È compreso quanto occorre per dare la prova completa. Per ogni determinazione su 12 campioni .;cad;€ 105,00
;;;;
A;1.05.8.;Prove di compressione monoassiale su campioni di roccia con rilievo del carico di rottura fino ad un massimo di 10 kN (10 t), compresa la preparazione del provino. È compreso quanto occorre per dare la prova completa. Per ogni provino.;cad;€ 29,10
;;;;
;;ANALISI DIAGNOSTICHE DELLE STRUTTURE;;
;;;;
A;1.06.;CONTROLLI NON DISTRUTTIVI O SEMI DISTRUTTIVI ;;
;;;;
A;1.06.1.;Analisi termografiche per il rilevamento della diversa emissione di radiazioni elettromagnetiche o termiche proprie di ciascun materiale. L’indagine sarà condotta utilizzando un’apposita fotocamera sensibile all’infrarosso che riprende la superficie da esaminare sollecitata termicamente. Elaborazioni computerizzate sotto forma di immagini dei flussi di energia emessi dalle superfici. Per ogni parete analizzata di superficie massima di 100 mq.;cad;€ 159,39
;;;;
A;1.06.2.;Carotaggio eseguito con carotatrici con motore elettrico o ad aria compressa, per prelievo campioni, perforazione di strutture edili, per prove di laboratorio, collaudi, controlli, restauri.;;
A;1.06.2.a.; su muratura di tufo, mattoni e simili:;;€ 626,18
A;1.06.2.a.1.;diametro foro da 40 a 60 mm;m;€ 626,18
A;1.06.2.a.2.;diametro foro da 70 a 100 mm;m;€ 638,83
A;1.06.2.a.3.;diametro foro da 110 a 150 mm;m;
A;1.06.2.b.; su pietrame calcareo o siliceo: ;;€ 657,48
A;1.06.2.b.1.;diametro foro da 40 a 60 mm;m;€ 657,48
A;1.06.2.b.2.;diametro foro da 70 a 100 mm;m;€ 670,77
A;1.06.2.b.3.;diametro foro da 110 a 150 mm;m;
A;1.06.2.c.;su cemento armato: ;;
A;1.06.2.c.1.;diametro foro da 40 a 60 mm;m;€ 690,36
A;1.06.2.c.2.;diametro foro da 70 a 100 mm;m;€ 690,36
A;1.06.2.c.3.;diametro foro da 110 a 150 mm;m;€ 704,30
;;;;
A;1.06.3.;Prelievi di campioni di malta, con asportazione degli stessi mediante utensili a mano, e prove di laboratorio atte a determinare la varietà dei componenti, la granulometria e la relativa classificazione in base al decreto del Ministero dei Lavori Pubblici 20 novembre 1987, n.103:;;
A;1.06.3.a.;analisi granulometrica;cad;€ 36,15
A;1.06.3.b.;analisi chimica;cad;€ 154,94
;;;;
A;1.06.4.;Rilevazione dei tempi di propagazione di onde soniche in sezioni di muratura per mezzo di apparecchiatura elettronica a variazione di amplificazione dei segnali e dei coefficienti di soppressione disturbi, corredata da sonde di idonea frequenza (27 kHz). Determinazione delle caratteristiche di omogeneità e ricerca del modulo elastico dinamico.;cad;€ 154,94
;;;;
A;1.06.5.;Misura e ricerca della posizione delle armature mediante pachometro. Misurazione a mezzo pachometro transistorizzato a riluttanza magnetica per la rilevazione, nelle strutture in c.a., dei ferri d’armatura, del loro diametro e dello spessore del copriferro, per ferri d’armatura aventi diametro compreso tra mm.10 e mm.40 e per spessori del getto di ricoprimento delle armature non superiore a mm.100. E’ compreso quanto altro occorre per dare i risultati della misurazione completi. Il prezzo è riferito all’unità di superficie di getto ispezionata.;mq;€ 106,26
;;;;
A;1.06.6.;Misure della durezza superficiale delle strutture in c.a. mediante sclerometro manuale o elettronico: Valutazione della resistenza caratteristica a compressione Rck del calcestruzzo costituente strutture in c.a. a mezzo di prove di misura della durezza superficiale del getto mediante sclerometro manuale o elettrico, al fine di fornire la resistenza caratteristica come media di almeno 10 letture (o battute). E’ compreso quanto altro occorre per dare i risultati della misurazione completi. Il prezzo è riferito a ciascuna battuta.;cad;€ 5,31
;;;;
A;1.06.7.;Misura della velocità delle onde ultrasoniche su calcestruzzi e murature. Misurazione della velocità di propagazione delle onde ultrasoniche attraverso il materiale costituente la struttura, al fine di determinare: presenza di difetti (microfessure, bolle d’aria, discontinuità, ecc.), danni provocati dal gelo o incendio, inclusione di corpi estranei, resistenza a compressione del cls, modulo elastico statico e dinamico, omogeneità del materiale. E’ compreso quanto altro occorre per dare i risultati della misurazione completi. Il prezzo è riferito a ciascuna lettura effettuata;cad;€ 53,13
;;;;
A;1.06.8.;Misura del potenziale di corrosione delle armature nelle strutture in c.a. Controllo, non distruttivo, della presenza di corrosione in atto nelle armature delle strutture in c.a. mediante misurazione del potenziale del ferro d’armatura con strumento galvanico avente un elettrodo applicato ad un ferro dell’armatura e l’altro elettrodo attrezzato per essere spostato lungo la superficie del getto di calcestruzzo. E’ compreso quanto altro occorre per dare i risultati della misurazione completi. Il prezzo è riferito all’unità di superficie dell’elemento strutturale, analizzata con l’elettrodo mobile.;mq;€ 55,13
;;;;
A;1.06.9.;"Prova di estrazione con espansione (pull-out). Valutazione semi-distruttiva della resistenza a compressione del cls di strutture in c.a. mediante prova di estrazione con espansione (pull-out) eseguita come segue: - esecuzione di foro normalizzato nel getto a mezzo trapano elettrico; - inserimento nel foro di tassello ad espansione di idoneo diametro e resistenza; - estrazione con estrattore oleodinamico del tassello che provoca la rottura del calcestruzzo secondo una superficie tronco-conica; lettura della pressione di rottura del calcestruzzo e correlazione, tramite curve sperimentali di taratura, di tale pressione alla  resistenza caratteristica del calcestruzzo. E’ compreso quanto altro occorre per dare i risultati della prova completi. Il prezzo è riferito a ciascuna prova e per un limite massimo di resistenza da verificare Rck 800.";cad;€ 46,49
;;;;
A;1.06.10.;Controlli radiografici di saldatura di strutture in acciaio. Controlli dell’integrità delle saldature di elementi strutturali in acciaio a mezzo esami radiografici effettuati con sorgente gammagrafica con isotopi radioattivi emessi da un puntale con comando manuale a distanza. E’ compreso quanto altro occorre per dare i risultati dei controlli completi. Il prezzo è riferito a ciascuna lastra radiografica impressionata.;cad;€ 37,96
;;;;
A;1.06.11.;Misurazione in sito della durezza degli acciai. Misurazione della durezza dell’acciaio costituente strutture metalliche mediante durometro a morsetto. E’ compreso quanto altro occorre per dare i risultati della misurazione completi. Il prezzo è riferito a ciascuna battuta.;cad;€ 2,66
;;;;
A;1.06.12.;Analisi delle strutture in acciaio mediante magnetoscopia. Ricerca di cricche superficiali o difetti subsuperficiali mediante metodo magnetoscopico, eseguita magnetizzando la superficie da analizzare con un magnetoscopio e spruzzando sulla zona magnetizzata delle polveri magnetiche colorate o fluorescenti rivelatrici dei difetti del materiale. E’ compreso quanto altro occorre per dare i risultati dell’analisi completi.;mq;€ 26,57
;;;;
A;1.06.13.;Pistola Windsor. Valutazione semi-distruttiva della resistenza a compressione del calcestruzzo di strutture in c.a. mediante prova eseguita con uso di pistola Windsor. E’ compreso quanto altro occorre per dare i risultati della prova completi. Il prezzo è riferito a ciascuna prova e per un limite massimo di resistenza da verificare Rck 800.;cad;€ 86,34
;;;;
A;1.06.14.;"Microcarotaggi. Valutazione della resistenza caratteristica a compressione del calcestruzzo mediante prove a schiacciamento di carote del diametro mm.28 prelevate direttamente in sito a mezzo microcarotatrice opportuna. Sono compresi: il prelievo della carota; la prova di schiacciamento, l’elaborazione dei risultati di prova per la determinazione del Rck del materiale. E’ compreso quanto altro occorre per dare i risultati delle prove completi. Il prezzo si riferisce a ciascuna prova completa.";cad;€ 290,95
;;;;
A;1.06.15.;"Carotaggi. Valutazione della resistenza caratteristica a compressione del cls mediante prove di schiacciamento di carote normalizzate del diametro di mm.100 o di mm.200, prelevate direttamente in sito a mezzo opportuna carotrice. Sono compresi: il prelievo della carota, le prove di schiacciamento; l’elaborazione dei risultati di prova per la determinazione del Rck del materiale. E’ compreso quanto altro occorre per dare i risultati delle prove completi. Il prezzo si riferisce a ciascuna prova completa.";cad;€ 316,25
;;;;
A;1.06.16.;Prova di carbonatazione: Test colorimetrico, eseguito utilizzando una soluzione di fenolftaleina all’1% di alcool etilico, per determinare la profondità di carbonatazione in campioni di calcestruzzo direttamente prelevati in sito, eseguito spruzzando con un nebulizzatore la soluzione di fenolftaleina sul campione. La determinazione della colorazione risultante e quindi della profondità di carbonatazione nel getto, sarà effettuata allontanandosi opportunamente da fessure o zone molto porose, ove si avrebbero valori non significativi della superficie saggiata. E’ compreso quanto altro occorre per dare i risultati del test completi. Escluso il prelievo dei campioni, per ogni indagine effettuata;cad;€ 13,95
;;;;
A;1.06.17.;Indagini endoscopiche. Esecuzione di indagini endoscopiche su murature di qualsivoglia natura e su strutture in calcestruzzo attraverso fori di diametro ridotto (al massimo 20 mm) appositamente eseguiti o in lesioni e/o in cavità esistenti. Qualora non esistono lesioni o cavità la prova deve essere espletata praticando dei piccoli fori da eseguire con trapani a rotazione a basso numero di giri (per non indurre vibrazioni eccessive al paramento in esame). Nelle suddette lesioni, e/o cavità o fori si introduce un endoscopio, costituito nelle sue parti essenziali di un’asta con fibra ottica e di una guida luce per l’illuminazione della parte presa in esame. Alla parte terminale può essere applicata sia una macchina fotografica reflex sia una telecamera, per la documentazione dell’indagine. ;cad;€ 391,99
;;"Devono essere rilevate le seguenti informazioni: individuazione di cavità e vuoti eventualmente presenti; - morfologia e tipologia del paramento murario all’interno; - stato visibile di conservazione dei materiali; - presenza di eventuali anomalie localizzate nella tessitura muraria o nel getto di calcestruzzo. La prova deve essere documentata con idonea documentazione anche fotografica (ovvero con la stampa di alcuni fotogrammi se la ripresa è stata effettuata con una telecamera). E’ compreso quanto altro occorre per dare i risultati dell’indagine completi. Il prezzo è riferito ad una singola indagine endoscopica in unico foro, con rilascio di n.2 foto, compresa l’esecuzione eventuale del foro di ispezione se necessario";;
;;;;
A;1.06.18.;"Penetrometro Windsor per murature. Stima delle resistenze dei singoli materiali in laterizio a mezzo infissione di una sonda in lega speciale nell’elemento in prova con l’utilizzo di pistola Windsor per murature. E’ compreso quanto altro occorre per dare i risultati della prova completi. Il prezzo è riferito: a ciascuna infissione eseguita; alla valutazione della resistenza da indicare su tabelle comparative normalizzate.";cad;€ 58,80
;;;;
A;1.06.19.;Martinetto piatto per murature. Esecuzione di prove da eseguire con martinetto piatto, finalizzate alla valutazione dei carichi effettivamente gravanti sul paramento murario preso in esame ed alla stima del modulo elastico del materiale, effettuando le misure nelle reali condizioni di normale esercizio del manufatto. La prova dovrà essere condotta procedendo all’asportazione di un giunto di malta con opportuna sega, effettuando un taglio perfettamente orizzontale, installando uno o più estensimetri di precisione in corrispondenza del taglio, per rilevare l’entità di cedimenti verificatisi nella prima fase di assestamento, rispetto alla situazione rilevata con due punti fissi (basi di misura) rilevati prima dell’asportazione del giunto di malta, ed inserendo poi un martinetto sottile (piatto) nel taglio operato, onde ripristinare oleodinamicamente la situazione iniziale, annullando le deformazioni ed i cedimenti misurati. ;;
;;Se si realizza un secondo taglio parallelo al precedente e si inserisce un secondo martinetto piatto, la prova diviene del tipo “martinetto doppio”, dalla quale è possibile effettuare la stima del modulo elastico del paramento murario. E’ compreso quanto altro occorre per dare i risultati delle prove completi. Il prezzo è riferito a ciascuna prova di martinetto piatto (semplice o doppio) eseguita:;;
A;1.06.19.a.;martinetto piatto semplice;cad;€ 2 286,61
A;1.06.19.b.;martinetto piatto doppio;cad;€ 2 613,27
;;;;
A;1.06.20.;"Indagini termografiche. Esecuzioni di indagini termografiche utilizzando una telecamera sensibile all’infrarosso che riprende la superficie da esaminare, sollecitata termicamente (o tramite insolazione naturale o tramite dispositivi artificiali), con restituzione di immagine videoregistrata o ripresa fotograficamente, procedendo poi alla realizzazione di una mappa termografica in cui l’andamento delle bande di colore corrisponde alle linee isoterme, finalizzata all’analisi delle seguenti problematiche: - analisi di omogeneità di paramenti murari; - ricerca di cavità in parametri murari; - analisi di fenomeni fessurativi al di sotto di rivestimento.";mq;€ 15,94
;;;;
;;;;
A;1.07.;PROVE DI CARICO NON DISTRUTTIVE;;
;;;;
A;1.07.1.;Prove di carico a spinta. Prove di carico a spinta su elementi strutturali orizzontali o sub-orizzontali dei quali si vogliono conoscere dati caratteristici quali portanza, tipo di vincolo, linearità, ripetibilità, permanenza, che risultano incogniti, ovvero da collaudare, costituente nell’applicazione di forze statiche concentrate ripetute attraverso uno o più pistoni oleodinamici opportunamente contrastati alle strutture superiori, al fine di distribuire su una striscia di struttura lo stesso momento flettente massimo dovuto al carico distribuito o concentrato di esercizio. E’ compresa la rilevazione in tempo reale di almeno 5 deformate dell’elemento di prova, di cui 2 in direzione trasversale all’asse principale dello stesso elemento (al fine di misurare l’eventuale collaborazione di elementi affiancati), a mezzo sensori di deformazioni montati su aste telescopiche e l’effettuazione di almeno 4 cicli di carico e scarico con rilevazione delle deformate suddette. ;;
;;E’ compreso quanto altro occorre per dare i risultati delle prove completi. Il prezzo è unitario, riferito alle modalità di esecuzione della prova ed al carico equivalente massimo da raggiungere:;;
A;1.07.1.a.;con 1 pistone fino a 15000 Kg. L./cad 1.680.000 ;cad;€ 1 353,53
A;1.07.1.b.;con 2 pistoni fino a 30.000 Kg.;cad;€ 2 014,18
;;;;
A;1.07.2.;Prove di carico a tiro. Prove di carico a tiro su elementi strutturali orizzontali o sub-orizzontali dei quali si vogliono conoscere dati caratteristici quali portanza, tipo di vincolo, linearità, ripetibilità,  permanenza, che risultano incogniti, ovvero da collaudare, costituente nell’applicazione di forze statiche concentrate ripetute attraverso uno o più pistoni oleodinamici opportunamente ancorati alle strutture inferiori, al fine di distribuire su una striscia di struttura lo stesso momento flettente massimo dovuto al carico distribuito o concentrato di esercizio. E’ compresa la rilevazione in tempo reale di almeno 5 deformate dell’elemento in prova, di cui 2 in direzione trasversale all’asse principale dello stesso elemento (al fine di misurare l’eventuale collaborazione di elementi affiancati), a mezzo sensori di deformazioni montati su aste telescopiche e l’effettuazione di almeno 4 cicli di carico e scarico con rilevazione delle deformate suddette. ;;
;; E’ compreso quanto altro occorre per dare i risultati delle prove completi. Il prezzo è unitario, riferito alle modalità di esecuzione della prova ed al carico equivalente massimo da raggiungere:;;
A;1.07.2.a.;con 1 pistone fino a 15000 Kg.;cad;€ 2 014,18
A;1.07.2.b.;con 2 pistoni fino a 30000 Kg.;cad;€ 2 819,86
A;1.07.2.c.;con 3 pistoni fino a 30000 Kg.;cad;€ 3 206,58
;;;;
